linha_csv;demandante;situacao;motivo;plano;numero_item;classe;valor_total;descricao
8;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso Expedito de Supervisor
162;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;DRONE.GOV
191;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso Expedito de Combustível de Aviação
243;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Estudo interdisiplinar de Campo - Curso de Prevenção e Combate a Incêndio Florestal
286;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso de Aperfeiçoamento em Aviônica MB
300;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;4º Seminário Drone Policial
314;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;Capacitação avançada para Especialistas Florestais
388;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso de Básico de Busca e Salvamento
498;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso Expedito de Agente de Segurança
528;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso Expedito de Gestão de Manutenção
546;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso Expedito de Técnicas de Ensino
555;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;Brasil Gov Summit 2027
562;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso Expedito de Combate à Incêndio (C
568;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso Expedito de Combate a Incêndio
574;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso de Preparação de Instrutores (CPI)
580;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso Expedito de Busca e Salvamento
585;GBS;bloqueado;valor total ausente;;;4220;;"MANEQUIM PARA TREINAMENTO DE SALVAMENTO - TIPO ADULTO. Tamanho compatível; Articulações móveis"
586;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso Expedito de Combate a Incêndio
591;GBS;bloqueado;valor total ausente;;;4220;;"MANEQUIM PARA TREINAMENTO DE SALVAMENTO - TIPO INFANTO JUVENIL. Tamanho compatível; Articulações móveis"
592;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso Expedito de Socorro e Salvamento
597;GBS;bloqueado;valor total ausente;;;4220;;"MANEQUIM PARA TREINAMENTO DE SALVAMENTO - TIPO BEBÊ. Tamanho compatível; Articulações móveis"
598;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso Especial de Desativação
604;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Treinamento de Escape de Aeronaves
610;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso Expedito de Combate à Incêndio (C
616;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso de Atualização em Contraincêndio
625;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;GovTech 4 Impact World Congress (G4I) - Madrid
632;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso Expedito de Emergências Médicas
638;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso Especial de Mergulho Saturado
644;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso Especial de Supervisão de Mergulho
650;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso Expedito de Mergulho Autônomo
656;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso Expedito de Técnica de Ensino
662;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso Especial de Adestramento de Cães
680;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;Gestão de Materiais em Almoxarifado com Foco na Catalogação
745;GBS;bloqueado;valor total ausente;;;4240;;TRAVA-QUEDA PARA CABO DE AÇO COM MOSQUETÃO
1099;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Estudo interdisiplinar de Campo - CEPI Serviço de hospedagem
1230;GPCIV;bloqueado;valor total ausente;;;1171;;SOFTWARE: Aquisição de solução tecnológica em nuvem para gestão de ocorrências
1231;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso Expedito de Operações Pantanal
1457;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS ESTUDO INTERDISCIPLINAR DE CAMPO - CURSO DE TRIPULANTE OPERACIONAL 2027
1524;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso Expedito de Operações Ribeirinhas
1633;GBS;bloqueado;valor total ausente;;;1940;Aguardando preenchimento da ORDEM DE PRIORIDADE pelas seções...;BALSA RAFTING. Balsa para prática de rafting. Deverá possuir aproximadamente 8 (oito) compartimentos independentes
1722;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso Expedito de Controle de Corrosão
1750;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso Expedito Segurança de Aviação (C
1800;GBS;bloqueado;valor total ausente;;;4220;Aguardando preenchimento da ORDEM DE PRIORIDADE pelas seções...;CILINDRO DE AR COMPRIMIDO S40. Fabricado em alumínio de alta qualidade
1817;GBS;bloqueado;valor total ausente;;;4220;Aguardando preenchimento da ORDEM DE PRIORIDADE pelas seções...;CILINDRO DE AR COMPRIMIDO S29. Resistente à corrosão
1868;GBS;bloqueado;valor total ausente;;;4240;;ESMAGADOR DE CONCRETO. Ferramenta para rompimento controlado e silencioso de concreto
1932;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso de Análise e Melhoria de Processos
2050;GBS;bloqueado;valor total ausente;;;4220;;BOLSA DE ARREMESSO. Bolsa/saco com corpo flutuante. Corda flutuante de aproximadamente 23m e 9mm
2113;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso Expedito de Hidráulica de Aviação
2136;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Treinamento de Escape de Aeronaves
2202;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;CUSTOS COM DIÁRIAS E PASSAGENS Ofício 934 (203544026) - 00053-00046552/2026-41 Curso de Prática de Ensino (CPE) FAB
2231;DIREN;bloqueado;valor zerado;;;9290;R$ 0,00;SIADS na Prática: Conformidade, Operacionalização e Gestão Estratégica de Bens Públicos
2310;GBS;bloqueado;valor total ausente;;;4220;Aguardando preenchimento da ORDEM DE PRIORIDADE pelas seções...;MÁSCARA SEMI FACIAL. Equipamento de proteção individual (EPI) para salvamento aquátivo
2317;GBS;bloqueado;valor total ausente;;;4220;Aguardando preenchimento da ORDEM DE PRIORIDADE pelas seções...;"COLETE FLUTUADOR COM FIVELA DE SOLTURA RÁPIDA. Flutuabilidade mínima de 12 kg; Tecido exterior Cordura 500R resinada"
6;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;2;4240;58800.0;LONA DE PROTEÇÃO. Material destinado à proteção de superfícies, quinas e bordas, bem como à base de apoio para equipamentos durante operações. Deve ser confeccionada em material resistente | 449052
7;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;3;9290;57500.0;Balanceamento de Rotores AS350 Séries ou H125 | 339039
13;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;5;4240;9998.0;"LÂMINA DE SERRA SABRE (especial) - tamanho aproximado: entre 14cm e 16 cm. Material: carbide ou do tipo ""heavy duty"". Lâmina com espessura reforçada. Utilizada para corte de materiais extremos como: metal espesso, aço inox, ferro fundido | 449052"
14;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;6;4920;36000.0;Escada/plataforma de inspeção móvel para aeronaves em alumínio, altura ajustável, base com rodízios travantes e guarda-corpo, para inspeção de rotor principal, cauda e fuselagem de helicóptero | 449052
15;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;7;9290;27300.0;contratação de serviço comum de empresa especializada em ministrar treinamento de recuperação de atitudes anormais (Upsety Recovery) | 339039
16;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;8;7920;390.0;Artigos e utensílios para limpeza PANO | 339030
20;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;9;4220;2787.6;COLETE SALVA VIDAS. Tamanho G. Homologado pela Marinha do Brasil | 449052
21;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;10;4920;9000.0;Escada articulada tipo cavalete antiderrapante para inspeção de motor e transmissão de helicóptero | 449052
22;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;11;9290;12000.0;DRONESHOW 2027 | 339039
23;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;12;7920;3058.08;Artigos e utensílios para limpeza LIXEIRA - Lixeira basculante, 100 litros, 75 cm de largura x 85 cm de altura, com 30 cm de profundidade. Cor: a escolher | 339030
27;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;13;6530;800.0;TORNIQUETE CANINO. Porta Torniquete preto + Torniquete K9 projetado para anatomia cônica (perna do K9), com tecnologia de tração integrada que evita deslizamento | 449052
28;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;14;4920;19500.0;Bancada de inspeção e reparo com tampo em aço inoxidável, gavetas e tomadas elétricas integradas | 449052
29;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;15;9290;3576.0;tep wildfire - Raciocínio Operacional para Bombeiros Florestais | 339039
34;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;17;7920;6000.0;SAQUINHO HIGIÊNICO COLETOR DE FEZES. Acessório destinado à coleta higiênica de dejetos caninos, indicado para uso em canis, áreas operacionais e atividades externas. Deve ser resistente | 339030
35;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;18;4920;15000.0;Bancada antiestática (ESD) para serviços em componentes aviônicos e eletrônicos | 449052
36;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;19;9290;25098.08;MBA Gestão de Projetos com IA - IBMEC | 339039
41;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;21;6505;465.0;AMOXICILINA E CLAVULANATO. Antibiótico | 339030
42;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;22;4920;7200.0;Refletor LED de alta intensidade portátil com tripé, ajuste de ângulo e cabo de força, para inspeção de áreas internas e externas da aeronave | 449052
43;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;23;9290;85000.0;curso Operações HAZMAT | 339039
48;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;25;4240;40000.0;KIT DE CONEXÃO DE INTERNET PORTÁTIL VIA SATÉLITE. Antena de internet via satélite de alta performance para comunicação em áreas remotas, portátil, quer permita o uso em movimento | 449052
49;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;26;4920;1350.0;Luminária LED de inspeção sem fio recarregável com luz fria, para detecção de trincas e corrosão | 449052
50;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;27;9290;19250.0;Gestão Integrada do Patrimônio Público com Uso da Inteligência Artificial | 339039
51;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;28;7930;120.0;Artigos e utensílios para limpeza RODO | 339030
55;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;29;6910;300.0;BOLA DE BORRACHA PARA ADESTRAMENTO DE CÃES. Bola maciça de borracha, grande, com cravos e corda, indicada para adestramento e atividades de estímulo e condicionamento de cães | 339030
56;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;30;4920;15000.0;Estação de torque calibrada com jogo de torquímetros aeronáuticos certificados | 449052
57;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;31;9290;100000.0;Ultrassonografia Point-of-Care em Emergência e UTI | 339039
58;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;32;7930;124.5;Produtos químicos para limpeza LIMPADOR MULTIUSO | 339030
62;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;33;6530;90.0;CORTADOR DE UNHA. Confeccionado em aço, com cabo plástico, tipo alicate, tamanho grande, para cães | 449052
63;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;34;4920;14000.0;Guincho/talha móvel para remoção e instalação de motor e componentes pesados | 449052
64;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;35;9290;35000.0;SBMEDE 2027 (Congresso Sul-Brasileiro de MEDICINA DE EMERGÊNCIA Adulto e Pediátrico) | 339039
69;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;37;6910;3600.0;"GUIA EM COURO. Guia em couro com fivela e mosquetão tipo argentino em latão maciço; 1,50m de comprimento e 15mm de espessura | 339030"
70;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;38;4920;60000.0;Unidade de potência de solo (GPU) para testes de sistemas elétricos de helicóptero | 449052
71;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;39;9290;7200.0;Fórum Sul-Brasileiro de Direito Administrativo e Controle das Admissões | 339039
72;COMAP;publicado com pendência;unidade_fornecimento_ausente,classe_sugerida;170394;40;5412;1229763.98;Construção do Canil Militar do grupamento de Busca e Salvamento - GBS | 449051
73;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;41;4210;77500.0;Equipamentos de segurança Extintor de incêndio, tipo: pqs abc, capacidade: 06 kg | 449052
78;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;42;4320;60000.0;COMPRESSOR DE AR RESPIRÁVEL MÓVEL. Utilizado em atividades de mergulho. Possui fornecimento de ar comprimido independente de um local fixo, visto que pode ser facilmente transportado | 449052
79;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;43;8729;5021004.55;MANUTENÇÃO PEÇAS E SERVIÇO AERONAVE AT8T | 339039
80;GPCIV;publicado com pendência;unidade_fornecimento_ausente;170394;44;5915;2000.0;FILTRO DE LINHA, quantidade tomada: 5, voltagem: bivolt | 339030
81;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;45;9290;1166331.6;Contratação de instrutores para a aeronave Air Tractor AT-802F (AT8T), visando a formação, padronização, atualização e proficiência dos pilotos do CBMDF | 339039
82;DITIC;publicado com pendência;unidade_fornecimento_ausente;170394;46;1522;1080771.3;Outsourcing de impressão | 339039
83;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;47;7930;26000.0;Produtos químicos para limpeza HIGIENIZADOR DE AR CONDICIONADO | 339030
87;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;48;6910;450.0;COLEIRA PARA CÃES NYLON 1000D. Coleira confeccionada em fita de nylon de alta resistência, com estrutura reforçada e acolchoada para maior conforto e proteção da pele do animal. Deve possuir alça superior em metal para fixação de guia | 339030
88;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;49;4920;12000.0;Armário ventilado para armazenamento de produtos químicos e inflamáveis conforme normas de segurança (NR) | 449052
89;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;50;9290;11700.0;Congresso Brasileiro de Direito Administrativo | 339039
90;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;51;5975;1431.0;Material para instalação elétrica e de iluminação Extensão em fio paralelo, quantidade condutores: 2, bitola: 1,5mm², comprimento: 10m | 339030
94;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;52;4220;5250.0;BOIA CIRCULAR. Dispositivo rígido para resgate aquático por arremesso | 449052
95;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;53;4920;1400.0;Carrinho rasteiro (tipo creeper) com rodízios para inspeção e dreno na parte inferior do helicóptero, com encosto e apoio acolchoado | 449052
96;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;54;9290;20000.0;PGConf.EU 2027 – PostgreSQL Conference Europe | 339039
97;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;55;6760;977.54;Material para manobra e patrulhamento BINÓCULO longo alcance | 449052
101;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;56;4240;3000.0;COLETE AQUÁTICO PARA CÃES. Colete salva-vidas destinado à proteção e flutuabilidade de cães em atividades aquáticas, garantindo segurança durante operações e treinamentos. Deve possuir elementos de alta visibilidade | 449052
102;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;57;4920;2700.0;Abafador de ruído tipo concha de alta atenuação (NRR elevado) para proteção auditiva em área de operação de aeronaves | 449052
103;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;58;9290;25000.0;Postgres Conference 2027 (EUA) | 339039
104;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;59;5855;225.0;Materiais e acessórios de proteção individual Óculos de proteção, material: lentes de policarbonato com 180º, apresentação: incolor com proteção contra os raios uva/uvb | 449052
108;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;60;6910;15000.0;CAIXA DE TRANSPORTE PARA CÃES. Caixa destinada ao transporte seguro de cães, confeccionada em material resistente, com porta de abertura e sistema de trancamento rápido. Deve possuir ventilação em todo o perímetro para adequada circulação de ar | 339030
109;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;61;4920;1500.0;Protetor auricular de inserção reutilizável com estojo, certificado (CA), para uso em oficina de manutenção | 449052
110;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;62;9290;22500.0;PGConf.dev 2027 – PostgreSQL Development Conference | 339039
111;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;63;7210;87207.5;Equipamentos e acessórios para microfilmagem Analisador espectral para varredura de equipamentos clandestinos de gravação de áudio e vídeo | 449052
115;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;64;6910;3900.0;COLAR ENFORCADOR PARA CÃES. Colar de adestramento confeccionado em aço inox, com elos metálicos, indicado para uso em treinamento e controle de cães. Deve apresentar elevada resistência mecânica, durabilidade e resistência à corrosão | 339030
116;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;65;4920;2100.0;Óculos de proteção de segurança com lente antiembaçante e proteção lateral, certificado (CA) | 449052
117;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;66;9290;4500.0;Introdução ao MongoDB – NoSQL (Novatec/4Linux) | 339039
118;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;67;7110;1099.99;Máquinas e mobília para escritório FRAGMENTADORA automática 220V, fragmenta papel, grampos no papel clipes e cartão, tipo de corte: micro-corte ou supercorte em partículas, capacidade de folhas: 8 a 12 folhas (manual) ou até 150 folhas (automático) | 449052
122;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;68;6505;250.0;CARRAPATICIDA. À base de fipronil | 339030
123;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;69;4920;1350.0;Capa de chuva impermeável com capuz, para uso em pátio e operações externas com aeronaves | 449052
124;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;70;9290;6750.0;Linux Essentials – LPI (4Linux) | 339039
125;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;71;7110;168000.0;Móveis em geral LONGARINA ESTOFADA DE 03 LUGARES | 449052
129;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;72;6505;90.0;SOLUÇÃO OTOLÓGICA PARA CÃES. Produto de uso veterinário indicado para a limpeza do conduto auditivo externo de cães, auxiliando na remoção de cerúmen, secreções e resíduos, contribuindo para a higiene e manutenção da saúde auricular | 339030
130;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;73;9290;36900.0;Advanced Trauma Life Support (ATLS) | 339039
131;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;74;9290;17000.0;Preparatório LPIC-2 – Linux Engineer (4Linux) | 339039
132;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;75;7110;525000.0;Móveis escolares CADEIRA UNIVERSITÁRIA FIXA | 449052
136;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;76;6505;300.0;MELOXICAM. Anti-inflamatório não esteroidal (dor/inflamação) | 339030
137;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;77;9290;7000.0;Congresso Aeromédico (CONAER) | 339039
138;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;78;9290;14500.0;LPIC-3 303 – Linux Security (4Linux) | 339039
139;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;79;7110;1176000.0;Móveis em geral ARMÁRIO BAIXO | 449052
143;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;80;6505;645.0;SOLUÇÃO OTOLÓGICA VETERINÁRIA. Solução otológica veterinária indicada para o tratamento de otite externa em cães, com ação antimicrobiana, antifúngica e anti-inflamatória, em formulação | 339030
144;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;81;9290;115000.0;Voos de Manutenção no AS350 B3/H125 | 339039
145;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;82;9290;13500.0;LPI DevOps Tools Engineer – Containers/CI-CD/Ansible/K8s (4Linux) | 339039
146;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;83;7110;41508.0;Móveis em geral MESA | 449052
150;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;84;6505;300.0;PÓ HEMOSTÁTICO. Produto para o controle rápido de sangramentos superficiais, auxiliando na coagulação local em pequenos cortes, lesões ou procedimentos de rotina | 339030
151;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;85;8470;55000.0;ALÇA DE ELEVAÇÃO DE MACA DE RESGATE | 339030
152;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;86;9290;17500.0;DevOps Essentials (4Linux) | 339039
153;COMAP;publicado com pendência;unidade_fornecimento_ausente;170394;87;5429;350000.0;Cabine de Medição - Elétrica - ABMIL | 449051
154;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;88;4210;7812.0;Equipamentos de segurança Extintor de incêndio, tipo: pqs abc, capacidade: 12 kg | 449052
159;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;89;9321;653670.8;SERVIÇO VETERINÁRIO ESPECIALIZADO. Prestação de serviços técnicos veterinários para atendimento clínico, procedimentos ambulatoriais, diagnósticos, tratamentos, vacinação, acompanhamento sanitário, atendimentos de urgência e emergência | 339039
160;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;90;9290;1178000.0;INSTRUTOR DE AIR TRACTOR/PA-18/CARAVAN/B200 | 339039
161;GPCIV;publicado com pendência;unidade_fornecimento_ausente;170394;91;5895;90000.0;MEGAFONE | 449052
163;DITIC;publicado com pendência;unidade_fornecimento_ausente;170394;92;1682;5000000.0;Aquisição de solução para digitalização de processos | 339039
164;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;93;7110;3403332.0;Móveis de confecção mista para escritório CADEIRA FIXA | 449052
168;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;94;4240;75035.0;MOCHILA ESTANQUE PARA MATERIAL DE SALVAMENTO. Destinado ao transporte e proteção de materiais em ambientes úmidos ou alagados, sendo totalmente impermeável. Deve ser confeccionada em material resistente, com tratamento U.V | 449052
169;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;95;9290;3500.0;Congresso Nacional de Enfermagem Aeroespacial (CONABRAER) | 339039
170;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;96;9290;27500.0;DevOps Engineer (4Linux) | 339039
171;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;97;7110;131438.16;Móveis em geral MESA RETÂNGULAR DE REFEITÓRIO III | 449052
175;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;98;4240;1423.2;DISCO DIAMANTADO - para cortadores de alta potência. Borda diamantada soldada por brasagem a vácuo. Ideal para aço, metais nao ferrosos, concreto, PVC e/ou vidro. Diâmetro externo do disco: de 350 mm a 355mm | 449052
176;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;99;9290;91000.0;Qualificação Tipo Célula H130 (EC130 T2) e EC130 B4 | 339039
177;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;100;9290;20000.0;Azure Database Administrator (Microsoft) | 339039
178;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;101;7320;3780.0;Material e utensílio para copa e cozinha Colher sopa, material: aço inox | 449052
182;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;102;8465;140000.0;BOTAS PARA CANIONISMO. Solado de alta aderência para ambientes molhados e pedregosos | 339030
183;COMAV;publicado com pendência;unidade_fornecimento_ausente;170394;103;9290;45000.0;Mecânico Célula Reciclagem EC130 B4 e H130 | 339039
184;DIREN;publicado com pendência;unidade_fornecimento_ausente;170394;104;9290;12500.0;AWS Cloud Practitioner (AWS Training) | 339039
185;DIMAT;publicado com pendência;unidade_fornecimento_ausente;170394;105;5975;2035.0;Material para instalação elétrica e de iluminação Lâmpada de led | 339030
189;GBS;publicado com pendência;unidade_fornecimento_ausente,mes_ausente;170394;106;6910;2625.0;CLICKER. Acessório sonoro manual por acionamento, tipo CLICKER, usado para treinamento de cães | 339030
