linha_csv;demandante;situacao;motivo;plano;numero_item;classe;valor_total;descricao
971;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;484;6505;307.8;Ácido tranexâmico solução injetável 50 mg/ml ampola 5 ml | 339030
975;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;487;6505;35276.0;Ondansetrona solução injetável 2 mg/ml ampola 4 ml | 339030
979;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;490;6505;2007.0;Adenosina solução injetável 3 mg/ml ampola 2 ml | 339030
983;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;493;6505;1181.88;Paracetamol solução oral 200 mg/ml frasco 15 ml | 339030
987;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;496;6505;1556.75;Prometazina (cloridrato) solução injetável 25 mg/ml ampola 2 ml (Fenergan) | 339030
991;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;499;6505;2100.0;Agua para injetáveis ampola 10 ml | 339030
995;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;502;6505;2025.0;Amiodarona solução injetável 50 mg/ml ampola 3 ml (Ancoron) | 339030
999;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;504;6515;1494.51;"Eco Gel, Aplicação: Condutor em transmissão ultrassônica e de impulsos elétricos Características Adicionais: Ph Neutro Composição: A Base de Água Esterilidade: Estéril Dermatologicamente testado Disponível em bolsa ""bag"" maleável de 5kg | 449052"
1007;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;508;6505;282.0;Atropina (sulfato) solução injetável 0,25 mg/ml ampola 1 ml (Atrofarma) | 339030
1011;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;511;6505;6030.0;Bicarbonato de sodio solução injetável 8,4 % (1 meq/ml) frasco 250 ml | 339030
1015;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;514;6505;1269.9;Butilbrometo de escopolamina solução injetável 20 mg/ml ampola 1 ml | 339030
1019;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;517;6505;692.9;Captopril comprimido sulcado 25 mg | 339030
1023;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;520;6505;4639.04;Clopidogrel comprimido 75 mg | 339030
1027;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;523;6505;444.25;Dextrocetamina (escetamina) solução injetável 50mg/ml ampola 2ml (Ketamin) | 339030
1031;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;526;6505;142.2;Propranolol (cloridrato) comprimido 40 mg | 339030
1035;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;529;6505;243.8;Diazepam comprimido 5 mg | 339030
1039;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;532;6505;226.8;Diazepam solução injetável 5 mg/ml ampola 2 ml | 339030
1043;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;535;6505;5544.0;Dipirona solução injetável 500 mg/ml 2 ml | 339030
1047;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;537;9290;48000.0;(34844) SERVIÇO - OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO - OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO | 339039
1055;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;541;6505;2308.0;Dobutamina (cloridrato) solução injetável 12,5 mg/ml ampola 20 ml (Dobutariston) | 339030
1059;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;544;6505;232.0;Dopamina (cloridrato) solução injetável 5 mg/ml ampola 10 ml | 339030
1063;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;547;6505;8610.0;Epinefrina solução injetável 1 mg/ml ampola 1 ml (Adren) | 339030
1066;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;549;6530;21600.0;"(34130)Agulha para coleta de sangue a vácuo 25x0,8mm (21G x 1"") ou 32x0.8mm (21G x 1 1/4"") com sistema de proteção para descarte | 449052"
1067;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;550;6505;430.0;Etomidato solução injetável 2 mg/ml ampola 10 ml | 339030
1070;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;552;6640;27195.0;(34170)Reagentes, Reagente de sódio (Na+) | 339030
1071;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;553;6505;247.68;Fenitoina solução injetável 50 mg/ml ampola 5 ml | 339030
1074;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;555;6640;8489.0;(34173)Reagentes, Reagente Transferrina | 339030
1075;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;556;6505;244.0;Fenobarbital solução injetável 200 mg ampola (via de administração IV ou IV e IM) (Fenocris) | 339030
1078;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;558;6640;32328.0;(34175)Reagente - PCR Ultrassensível (Proteína C Reativa) | 339030
1079;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;559;6505;36.15;Fentanila solução injetável 0,05 mg/ml ampola 2 ml | 339030
1082;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;561;6640;186684.0;(34178)Reagente - Hemoglobina Glicosilada - HBGLI | 339030
1083;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;562;6505;209.4;Fentanila solução injetável 0,05 mg/ml ampola ou frasco-ampola 10 ml | 339030
1086;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;564;6640;7239.0;(34179)Reagente - Beta 2-microglobulina | 339030
1087;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;565;6505;2997.0;Glicose solução injetável 50 % ampola 10 ml | 339030
1090;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;567;6640;1851.0;(34181)Reagente - Cocaína | 339030
1091;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;568;6505;14552.0;Flumazenil solução injetável 0,5 mg/5 ml ampola 5 ml | 339030
1095;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;570;9290;280000.0;(34834) MBA em Administração: Gestão em Saúde pela FGV. Demais detalhes conforme termo de referência | 339039
1102;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;573;6640;1851.0;(34182)Reagente - Tetra-hidrocanabidiol | 339030
1103;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;574;6505;207.0;Furosemida solução injetável 10 mg/ml ampola 2 ml | 339030
1106;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;576;6640;1612.0;(34184) Reagente - Anfetamina | 339030
1107;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;577;6505;6350.4;Gliconato de calcio solução injetável 100 mg/ml ampola 10 ml | 339030
1110;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;579;6640;80850.0;(34188) Painel ou cartão para provas de identificação de bactérias e teste de sensibilidade a antimicrobianos por microdiluição em caldo, que forneça a concentração inibitória mínima (MIC) real ou calculado, para uso em amostras sanguíneas | 339030
1111;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;580;6505;1139.2;Glicose 5 % solução injetável bolsa ou frasco 500 ml sistema fechado de infusão embalagem primária isenta de PVC | 339030
1114;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;582;6640;33600.0;(34191) Reagente - Meio de cultura ágar Cled/Macconkey, sólido, em placa de 90 mm | 339030
1115;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;583;6505;431.0;Haloperidol solução injetável 5 mg/ml ampola 1 ml | 339030
1118;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;585;6640;1840.0;(34194) Reagente - Meio de cultura ágar cromogênico para Streptococcus agalactiae (grupo B), sólido, em placa de 90 mm | 339030
1119;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;586;6505;630.0;Hidralazina solução injetável 20 mg/ml ampola 1 ml (Nepresol) | 339030
1122;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;588;9311;450767.4;(34679) Serviços médico-hospitalar, SERVIÇO. FORNECIMENTO CONTÍNUO DE MEDICAMENTOS. Demais informações no Termo de Referência | 339039
1123;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;589;6505;1407.0;Hidrocortisona (succinato sodico) po para solução injetável100 mg frasco-ampola | 339030
1126;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;591;8599;147000.0;(34684)SERVIÇO. Sistema de Gestão de Laboratório. Imprementar plataforma digital para automação do fluxo operacional, garantindo a integridade dos dados, rastreabilidade total das amostras e conformidade com normas técnicas de qualidade | 339039
1127;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;592;6505;2152.0;Hidrocortisona (succinato sodico) po para solução injetável 500 mg frasco-ampola | 339030
1130;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;594;7690;221796.36;(14169)Aquisição de impressos, folhetos, atestados, receituários em geral | 339030
1131;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;595;6505;828.45;Ipratropio (brometo) solução para inalação 0,25 mg/ml frasco 20 ml | 339030
1133;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;597;8599;1649259.36;(34533) TÉCNICO EM ENFERMAGEM: ENFERMARIA/ENDOSCOPIA/RADIOLOGIA/CC (Código CBO 3222-05) | 339039
1134;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;598;6505;370.4;Metoprolol solução injetável 1 mg/ml seringa pronto uso ou ampola 5 ml Seloken® | 339030
1136;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;600;8599;236661.12;(34534) TÉCNICO EM ENFERMAGEM: ENFERMARIA/ENDOSCOPIA/RADIOLOGIA/CC (Código CBO 3222-05) | 339039
1137;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;601;6505;657.8;Isossorbida (dinitrato) comprimido sublingual 5 mg (Isordil) | 339030
1141;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;603;9290;78000.0;(34835) AMLS - Advanced Medical Life Support. Demais detalhes conforme termo de referência | 339039
1147;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;606;8599;65389.08;(34535) SERVIÇO DE TÉCNICO DE IMOBILIZAÇÃO ORTOPÉDICA (CBO 3226-05) | 339039
1148;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;607;6505;829.0;Lidocaina (cloridrato) geleia 2 % bisnaga 30 g (Lidogel) | 339030
1150;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;609;8599;296810.64;(34537)SERVIÇO DE TÉCNICO EM RADIOLOGIA (Código CBO 3241-15) | 339039
1151;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;610;6505;211.2;Lidocaina (cloridrato) solução injetável 2 % frasco-ampola 20 ml (Lidojet) | 339030
1153;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;612;6505;682.2;Midazolam solução injetável 15 mg ampola 3 ml | 339030
1155;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;614;6505;1100000.0;Aquisição de Medicações e Insumos pelo convênio com SES | 339030
1156;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;615;6505;1098.3;Midazolam solução injetável 5 mg/ml ampola 10 ml | 339030
1158;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;617;6515;24200.0;Kit de consumíveis de contraste para bomba injetora LF CT 9000ADV, Conteúdo do kit: - 01 seringa 200ml. - 01 tubo conector, espiralado 150 cm. - 01 tubo de enchimento rápido. Limite de pressão: 350 PSI | 449052
1159;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;618;6505;235.0;Morfina solução injetável 10mg/ml ampola 1ml (Dimorf) | 339030
1161;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;620;6505;5626.47;Saneante Hospitalar de Alto Nível, Hipoclorito de sódio estabilizado a 4%. Desinfetante de alto nível, segundo a RDC 35/2010, com ação antimicrobiana, estabilizado em solução aquosa a 4%. Registro Anvisa nº 362940002 | 339030
1162;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;621;6505;723.2;Naloxona (cloridrato) solução injetável 0,4 mg/ml ampola 1 ml | 339030
1164;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;623;6530;1875.0;Fita Teste Fita de teste para verificação diária da concentração mínima efetiva da solução de hipoclorito de sódio estabilizado a 4% em todas as cubas. Apresentação: tiras. Embalagem: frasco com 50 unidades. Registro Anvisa nº362940002 | 449052
1165;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;624;6505;745.8;Nitroglicerina solução injetável 5 mg/ml ampola 5 ml (Tridil) | 339030
1167;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;626;1611;2500000.0;(34682)Aquisição de Sistema de Gestão Hospitalar | 339039
1168;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;627;6505;1588.65;Nitroprusseto de sodio po liofilizado ou solução injetável 50 mg frasco-ampola ou ampola (Nitroprus) | 339030
1170;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;629;9311;1100000.0;(34681) Serviços médico-hospitalar, SERVIÇO. Contratação de Serviço de fornecimento contínuo de Insumos Hospitalares | 339039
1171;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;630;6505;1975.5;Norepinefrina (hemitartarato) solução injetável 2 mg/ml (equivalente a 1mg/ml de norepinefrina base) ampola 4 ml | 339030
1173;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;632;9312;300000.0;(34686) SERVIÇO. GERADORES. Manutenção preventiva no GRUPO GERADOR. Gerador de energia. Hospital | 339039
1174;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;633;6505;313.0;Ocitocina solução injetável 5 UI ampola 1 ml | 339030
1178;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;635;9290;52000.0;(34839) Curso de Especialização em Engenharia Clínica | 339039
1184;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;638;9311;1144995.6;(34677)Serviços em aparelhos médicos odontológicos, hospitalares e laboratoriais, MANUTENÇÃO PREVENTIVA E CORRETIVA. Colonoscópio e Gastroscópio Eletrônicos. Sistema completo | 339039
1185;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;639;6505;14261.4;Omeprazol po injetável 40 mg frasco ampola + diluente (ampola 10 ml) | 339030
1187;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;641;9311;408902.04;(34676) Serviços em aparelhos médicos odontológicos, hospitalares e laboratoriais, Manutenção preventiva e corretiva, com substituição de peças especiais novas para o aparelho de tomografia computadorizada. MANUTENÇÃO TOMÓGRAFO | 339039
1188;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;642;6505;3186.0;Salbutamol (sulfato) spray ou aerossol para inalação oral 100 mcg/dose frasco 200 doses com inalador | 339030
1190;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;644;8599;122700.0;(34549) Serviços continuados de coleta, transporte, tratamento e disposição final dos Resíduos de Serviços de Saúde (RSS) | 339039
1191;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;645;6505;1938.0;Sulfato de magnesio solução injetável 50 % (4 meq/ml) ampola 10 ml | 339030
1193;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;647;8599;188010.48;(31468)SERVIÇOS DE LAVANDERIA HOSPITALAR | 339039
1194;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;648;6505;519.6;Suxametonio (cloreto) po para solução injetável 100 mg frasco-ampola (Succinilcolin) | 339030
1196;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;650;6515;270000.0;(34848) Monitores multiparamétricos. Mínimo de 12 polegadas, touchscreen e de alta resolução | 449052
1197;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;651;6505;13012.5;Tenoxicam po liofilizado para solução injetável 20 mg frasco-ampola | 339030
1199;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;653;6640;19500.0;Aquisição de Escalpe para punção venosa | 339030
1200;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;654;6505;1057.2;Tramadol (cloridrato) solução injetável 50 mg/ml ampola 2 ml | 339030
1202;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;656;6640;597960.0;Reagente para dosagem de Vitamina D | 339030
1203;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;657;9290;7500.0;ASSINATURA DE REVISTAS CIENTÍFICAS INTERNACIONAIS (Prehospital Care, Circulation, Resuscitation, New England, Jama, SJTREM) | 339039
1205;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;659;6640;35420.0;Reagente para Citomegalovírus IgM e IgG | 339030
1206;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;660;3620;1000.0;PLASTIFICADORA | 449052
1208;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;662;6640;32400.0;Reagente para Glicose | 339030
1211;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;665;6640;1440.0;Reagente para Cloro | 339030
1216;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;668;9290;6634.0;(34840) Curso de Pós-graduação em Fisioterapia Ortopédica e Traumatológica | 339039
1223;CEMEV;publicado com pendência;unidade_fornecimento_ausente;170495;670;8319;17085541.45;Prestação de serviços continuados de manutenção preventiva e corretiva, incluindo revisões periódicas, inspeções, vistorias técnicas e demais serviços correlatos, com fornecimento sob demanda de peças, componentes, acessórios, lubrificantes | 339039
1234;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;675;6640;62376.0;Teste completo de urina po I compreendendo a análise sico-química das substâncias encontradas através de fitas reavas de, no mínimo, 10 parâmetros | 339030
1235;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;676;6530;21073.08;Prancha rígida, nas cores vermelha e amarela, para imobilização e transporte de pacientes, confeccionada em material resistente e radiotransparente | 449052
1237;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;678;9290;24000.0;Curso de Ultrassonografia Point-of-Care (POCUS) para Atendimento Pré-Hospitalar (APH), destinado à capacitação no uso de ultrassonografia à beira-leito no contexto pré-hospitalar | 339039
1239;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;680;6240;1000.0;RINGLIGHT DE LED COM TRIPÉ | 339030
1247;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;688;6530;4760.0;Braçadeira de reposição para aparelho digital de pressão arterial, confeccionada em material resistente, ajustável e compatível com equipamentos de monitorização não invasiva da pressão arterial | 449052
1249;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;690;6530;2175.0;Braçadeira de reposição tamanho grande para aparelho digital de pressão arterial, confeccionada em material resistente | 449052
1257;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;696;9290;14800.0;"(34842) Curso ""Conceito Mulligan – Mobilização com Movimento (MWM)"" | 339039"
1267;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;703;6530;12400.0;Pinça Magill nº 15, confeccionada em material resistente, indicada para manipulação de corpos estranhos e auxílio em procedimentos de vias aéreas | 449052
1269;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;705;6530;14880.0;Pinça Magill nº 20, confeccionada em material resistente, indicada para manipulação de corpos estranhos e auxílio em procedimentos de vias aéreas | 449052
1271;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;707;6530;17360.0;Pinça Magill nº 25, confeccionada em material resistente, indicada para manipulação de corpos estranhos e auxílio em procedimentos de vias aéreas | 449052
1273;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;709;5835;2500.0;MESA DE SOM 6 CANAIS | 449052
1275;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;711;6530;4215.0;Caixas e caixotes, CAIXA COLETORA PARA MATERIAL PERFUROCORTANTE | 449052
1277;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;713;4235;29742.0;Saco coletor, confeccionado em material resistente, destinado ao acondicionamento e descarte de resíduos ou materiais conforme a | 449052
1279;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;715;6530;17000.0;Soro 250 mL, solução estéril acondicionada em frasco ou bolsa de 250 mL para uso hospitalar | 449052
1281;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;717;6530;48203.0;Soro 500 mL, solução estéril acondicionada em frasco ou bolsa de 500 mL para uso hospitalar | 449052
1285;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;719;9290;14000.0;"(34843) Curso ""Conceito Maitland – Terapia Manual Ortopédica"" | 339039"
1303;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;734;6530;62100.0;Reanimador manual pulmonar (BVM) para uso adulto, reutilizável, composto por balão autoinflável, válvula unidirecional, reservatório de oxigênio e máscara facial compatível, destinado à ventilação manual de pacientes adultos | 449052
1305;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;736;6530;34560.0;Reanimador manual pulmonar (BVM) para uso infantil, reutilizável, composto por balão autoinflável, válvula unidirecional, reservatório de oxigênio e máscara facial compatível, destinado à ventilação manual de pacientes pediátricos | 449052
1307;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;738;6530;14950.0;Reanimador manual pulmonar (BVM) para uso neonatal, reutilizável, composto por balão autoinflável, válvula unidirecional, reservatório de oxigênio e máscara facial compatível, destinado à ventilação manual de recém-nascidos | 449052
1313;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;742;6530;47000.0;(35658) Aparelho de ondas de choque para reabilitação | 449052
1319;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;745;6530;38285.0;Fluxômetro para aspiração, destinado ao controle e regulagem do fluxo de sucção em sistemas de aspiração hospitalar, confeccionado em material resistente e compatível com redes de gases medicinais | 449052
1321;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;747;6530;390.0;Instrumental e utensílios para uso em hospitais e ambulatórios, PAPEL GRAU CIRÚRGICO 12 CM X 100 M | 449052
1323;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;749;6530;450.0;Instrumental e utensílios para uso em hospitais e ambulatórios, PAPEL GRAU CIRÚRGICO 15 CM x 100M | 449052
1325;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;751;6530;510.0;Instrumental e utensílios para uso em hospitais e ambulatórios, PAPEL GRAU CIRÚRGICO 25CM x 100M | 449052
1327;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;753;6530;570.0;Papel grau cirúrgico, largura de 300 mm, em rolo, utilizado para esterilização e acondicionamento de materiais | 449052
1329;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;755;6530;630.0;Papel grau cirúrgico, largura de 500 mm, em rolo, utilizado para esterilização e acondicionamento de materiais | 449052
1331;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;757;6530;3000.0;Sistema coletor de urina fechado, estéril, destinado à drenagem e coleta de urina de forma contínua e segura | 449052
1333;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;759;5836;2500.0;WEBCAM FULL HD | 449052
1337;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;763;6530;390000.0;MANEQUINS DE CORPO INTEIRO PARA SIMULAÇÃO | 449052
1341;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;765;6530;9650.0;(35660) Aparelho de radiofrequência capacitiva e resistiva para tecarterapia | 449052
1363;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;784;6530;309600.0;Dispositivo portátil para aspiração manual de secreções, composto por reservatório coletor, sistema de sucção acionado manualmente e acessórios necessários para utilização em atendimentos de emergência e transporte de pacientes | 449052
1365;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;786;6530;450.0;Esfigmomanômetro aneróide para aferição da pressão arterial, composto por manômetro de alta precisão, braçadeira ajustável, manguito, pera insufladora e válvula de controle de ar, destinado ao uso clínico e pré-hospitalar | 449052
1369;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;788;6530;18000.0;(35662) Equipamentos em geral para uso em hospitais, clínicas médicas-odontológicas e laboratoriais, DEEP LIGHT | 449052
1370;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;789;6140;320620.0;Bateria de lítio recarregável para desfibrilador externo automático (DEA), de longa duração, com capacidade mínima para 200 choques, compatível com o equipamento, acompanhada de sistema de indicação de carga. (pacote 10 unid) | 339030
1375;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;791;7920;288.0;Escova oval plástica, confeccionada em material resistente, destinada à limpeza manual de superfícies e utensílios | 339030
1377;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;793;7920;336.0;Escova para limpeza de frascos, com cabo e cerdas apropriadas para higienização interna de recipientes | 339030
1379;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;795;7920;360.0;Escova para limpeza de mangueira, com cerdas adequadas para higienização interna de tubos e mangueiras | 339030
1381;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;797;7920;1908.0;Vassoura lava ônibus, com cerdas resistentes e cabo apropriado, destinada à limpeza de veículos de grande porte e superfícies extensas | 339030
1383;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;799;7920;1044.0;Vassoura tipo esfregão, com cerdas firmes e cabo resistente, destinada à limpeza pesada de pisos e superfícies | 339030
1387;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;803;6530;135.7;Sonda Foley de 2 vias nº 18, estéril, descartável, indicada para cateterização vesical | 449052
1389;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;805;5965;7500.0;MICROFONE CONDENSADOR | 339030
1391;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;807;6750;1000.0;TRIPÉ PARA CÂMERA | 339030
1393;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;809;6910;90000.0;TRONCO PARA SIMULAÇÃO DE OVACE | 339030
1397;POMED;publicado com pendência;unidade_fornecimento_ausente;170495;811;6530;275000.0;Aquisição de Equipamento de Tração e Descompressão Vertebras Compudorizado | 449052
1419;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;830;6530;5000.0;ESTETÓSCÓPIO DUPLO PARA INSTRUÇÃO | 449052
1426;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;835;7920;3000.0;Espuma automotiva, produto ou acessório destinado à limpeza | 339030
1439;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;845;6530;22526.4;Curativo transparente estéril tipo Tegaderm, medindo 4 cm x 5 cm, confeccionado em película semipermeável, adesiva e impermeável a líquidos e bactérias, indicado para proteção e fixação de cateteres, curativos e feridas | 449052
1441;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;847;6530;60480.0;Curativo transparente estéril tipo Tegaderm, medindo 6 cm x 7 cm, confeccionado em película semipermeável, adesiva e impermeável a líquidos e bactérias, indicado para proteção e fixação de cateteres, curativos e feridas | 449052
1443;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;849;6530;21720.0;Fluxômetro para cilindro de oxigênio medicinal, destinado ao controle e regulagem da vazão de oxigênio, compatível com cilindros de oxigênio e dotado de escala graduada para ajuste preciso do fluxo | 449052
1445;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;851;6530;4911.8;Gel condutor descartável para pás de desfibrilador externo, indicado para melhorar a condução elétrica durante procedimentos de desfibrilação e monitorização cardíaca | 449052
1447;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;853;8105;22400.0;Pochete para atendimento pré-hospitalar, confeccionada em material resistente, com compartimentos para transporte de materiais e insumos | 339030
1449;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;855;6530;16359.0;Prancha rígida infantil, para imobilização e transporte de pacientes pediátricos, confeccionada em material resistente e radiotransparente | 449052
1454;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;858;4230;4288.0;Fitas reagentes para ácido peracético, utilizadas para verificação da concentração ou atividade do produto | 449052
1459;GAEPH;publicado com pendência;unidade_fornecimento_ausente;170495;860;8430;165.18;Bota de borracha para limpeza, tamanho 39, impermeável, antiderrapante e resistente | 339030
