GND,DESCRIÇÃO GND,CÓD CLASSE CATMAT/CATSER,DEMANDANTE,CLASSE,DESCRIÇÃO DO OBJETO,MÊS PRETENDIDO PARA A ENTREGA DA CONTRATAÇÃO,QUANTIDADE,VALOR UNITÁRIO,VALOR TOTAL,VALOR DE PRIORIDADE DEMANDANTE,PRIORIDADE DO DEMANDANTE,PRIORIDADE DA ÁREA TÉCNICA,CÓDIGO GND,,
33903023,"UNIFORMES, TECIDOS E AVIAMENTOS",8430,GAEPH,"MATERIAL - VESTUÁRIOS, EQUIPAMENTOS INDIVIDUAIS E INSÍGNIAS - CALÇADOS MASCULINOS","Bota de borracha para limpeza, tamanho 42, impermeável, antiderrapante e resistente.",JUNHO,3,58,"R$ 174,00",65,383º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6520,PODON,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS","(ID 43645) BROCA Nº 5HL ESFÉRICA EM AÇO CARBONO, Descrição: Para baixa rotação. Lâminas lisas. Indicada para remoção de tecido cariado. Modelo: n° 5 HL. Deve possuir registro na ANVISA ou ser certificada pela FDA, CE ou ISO. Autoclavável. Validade: não se aplica. Unidade de fornecimento e armazenamento: unidade. Medida: Unidade",FEVEREIRO,15,"6,28","R$ 94,20",1,384º,,,,
33903023,"UNIFORMES, TECIDOS E AVIAMENTOS",8430,GAEPH,"MATERIAL - VESTUÁRIOS, EQUIPAMENTOS INDIVIDUAIS E INSÍGNIAS - CALÇADOS MASCULINOS","Bota de borracha para limpeza, tamanho 43, impermeável, antiderrapante e resistente.",JUNHO,3,"70,29","R$ 210,87",65,384º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6520,PODON,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS","(ID 43646) BROCA DIAMANTADA Nº 1190FF, Descrição: Alta rotação, impregnada com diamantes. Embalada individualmente. Deve possuir registro na ANVISA ou ser certificada pela FDA, CE ou ISO. Autoclavável. Modelo nº1190FF. Validade: não se aplica. Forma de apresentação: unidade. Unidade de estoque: unidade. Unidade de fornecimento: unidade. Medida: Unidade",FEVEREIRO,10,"15,59","R$ 155,90",1,385º,,,,
33903022,MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO,7920,GAEPH,"MATERIAL - EQUIPAMENTOS E MATERIAIS PARA LIMPEZA - VASSOURAS, ESCOVAS, RODOS, ESPONJAS E ESFREGÕES","Rodo, com base e cabo resistente, destinado à limpeza e remoção de água em superfícies.",JANEIRO,36,32,"R$ 1.152,00",65,385º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6520,PODON,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS","(ID 43647) BROCA DIAMANTADA Nº 1111, Descrição: Alta rotação, impregnada com diamantes. Embalada individualmente. Deve possuir registro na ANVISA ou ser certificada pela FDA, CE ou ISO. Autoclavável. Modelo nº 1111. Validade: não se aplica. Forma de apresentação: unidade. Unidade de estoque: unidade. Unidade de fornecimento: unidade. Medida: Unidade",FEVEREIRO,10,"15,59","R$ 155,90",1,386º,,,,
44905206,APARELHOS E EQUIPAMENTOS DE COMUNICACAO,5836,GAEPH,"MATERIAL - EQUIPAMENTOS DE COMUNICAÇÕES, DETEÇÃO E RADIAÇÃO COERENTE - EQUIPAMENTOS PARA GRAVAÇÃO E REPRODUÇÃO DE VÍDEO",CÂMERA MIRRORLESS,JANEIRO,2,5000,"R$ 10.000,00",65,386º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6520,PODON,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS","(ID 43648) BROCA DIAMANTADA Nº 1111F, Descrição: Alta rotação, impregnada com diamantes. Embalada individualmente. Deve possuir registro na ANVISA ou ser certificada pela FDA, CE ou ISO. Autoclavável. Modelo nº1111F. Validade: não se aplica. Forma de apresentação: unidade. Unidade de estoque: unidade. Unidade de fornecimento: unidade. Medida: Unidade",FEVEREIRO,10,"15,59","R$ 155,90",1,387º,,,,
33903026,MATERIAL ELETRICO E ELETRONICO,5999,GAEPH,MATERIAL - COMPONENTES DE EQUIPAMENTOS ELÉTRICOS E ELETRÔNICOS - COMPONENTES ELÉTRICOS E ELETRÔNICOS DIVERSOS,FILTRO DE LINHA,FEVEREIRO,3,150,"R$ 450,00",65,387º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6520,PODON,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS","(ID 43649) BROCA DIAMANTADA Nº 1111FF, Descrição: Alta rotação, impregnada com diamantes. Embalada individualmente. Deve possuir registro na ANVISA ou ser certificada pela FDA, CE ou ISO. Autoclavável. Modelo nº 1111FF. Validade: não se aplica. Forma de apresentação: unidade. Unidade de estoque: unidade. Unidade de fornecimento: unidade. Medida: Unidade",FEVEREIRO,10,"15,59","R$ 155,90",1,388º,,,,
44905235,MATERIAL DE TIC (PERMANENTE),7060,GAEPH,"MATERIAL - INFORMÁTICA - EQUIPAMENTOS, PEÇAS, ACESSÓRIOS E SUPRIMENTOSDE TIC - PEÇAS E ACESSÓRIOS PARA COMPUTADORES",HD EXTERNO,JANEIRO,2,1320,"R$ 2.640,00",65,388º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6520,PODON,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS","(ID 43650) BROCA DIAMANTADA Nº 3131, Descrição: alta rotação, impregnada com diamantes. Embalada individualmente. Deve possuir registro na ANVISA ou ser certificada pela FDA, CE ou ISO. Autoclavável. Modelo nº 3131. Validade: não se aplica. Forma de apresentação: unidade. Unidade de estoque: unidade. Unidade de fornecimento: unidade. Medida: Unidade",FEVEREIRO,10,"15,59","R$ 155,90",1,389º,,,,
33903963,SERVICOS GRAFICOS E EDITORIAIS,8912,GAEPH,"SERVIÇO - SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO - SERVIÇOS DE IMPRESSÃO E DE REPRODUÇÃO POR MEIOS DE GRAVAÇÃO,COMISSIONADO OU POR CONTRATO",IMPRESSÃO MANUAL DE APH,SETEMBRO,50,300,"R$ 15.000,00",65,389º,,,,
33903024,MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES,5660,COMAP,"MATERIAL - MATERIAIS PARA CONSTRUÇÃO - CERCAS, GRADES E PORTÕES",Cercamento dos quartéis,NOVEMBRO,1,"R$ 50.000,00","R$ 50.000,00",13,38º,,,,
44905234,"MAQUINAS, UTENSILIOS E EQUIPAMENTOS DIVERSOS",4110,DIMAT,"MATERIAL - EQUIPAMENTOS PARA REFRIGERAÇÃO, AR CONDICIONADO E CIRCULAÇÃODE AR - EQUIPAMENTO PARA REFRIGERAÇÃO","(ID 19802) - Aparelhos e central de ar condicionado APARELHO AR CONDICIONADO, capacidade: 58.000 btu/h, gás r410a, tipo: split hi-wall, tensão: monofásico 220v, características técnicas mínimas: tecnologia inverter, instalado, demais especificações conforme termo de referência",MAIO,4,"R$ 10.029,15","R$ 40.116,60",17,38º,,,,
33903022,MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO,7930,PODON,MATERIAL - EQUIPAMENTOS E MATERIAIS PARA LIMPEZA - COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO,"(ID 43927) LIMPADOR DESINFETANTE DE QUATERNÁRIO DE AMÔNIO, descrição: Desinfetante hospitalar para superfícies fixas. Aplicação: limpeza e desinfecção de superfícies fixas e equipamentos, uso hospitalar. Composição: solução aquosa a base de quaternário de amônio de quinta geração ou superior e cloridrato de polihexametileno biguanida (PHMB). Características adicionais: compatível com polímeros, acrílico e metais. Inodoro, não corrosivo. Biodegradável. Que atenda às exigências da RDC 35/2010 (Dispõe sobre o Regulamento Técnico para produtos com ação antimicrobiana utilizados em artigos críticos e semicríticos). Regularizado na ANVISA. Validade: no mínimo 75% do prazo total de validade do produto. Pronto uso. Forma de apresentação: Embalagem com 5 Litros, na forma de galão. Unidade de estoque: Embalagem (EMB) Unidade de fornecimento: Embalagem com 5 litros, na forma de galão. Medida: Galão",FEVEREIRO,136,"51,58","R$ 7.014,88",1,38º,,,,
33903019,MATERIAL DE ACONDICIONAMENTO E EMBALAGEM,8135,POMED,MATERIAL - RECIPIENTES E MATERIAIS PARA ACONDICIONAMENTO E EMBALAGEM - MATERIAIS A GRANEL PARA ACONDICIONAMENTO E EMBALAGEM,(ID 43852) CAIXA TÉRMICA. TINA. Capacidade de 370 litros. 56 a 65 LITROS. Fabricada em polietileno ou polipropileno de alta resistência. Aproximadamente 71 cm (A) x 71 cm (L) x 103 cm (C). Demais especificações conforme Termo de Referência. Medida: Unidade,JANEIRO,2,1500,"R$ 3.000,00",3,38º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6530,GAEPH,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E SUPRIMENTOS HOSPITALARES","(ID-26226) - Instrumental e utensílios para uso em hospitais e ambulatórios, GAZE COM AGENTE HEMOSTÁTICO - compressa gaze, Material: 100% Algodão Modelo: Hemostática, Dobra Em Z, Características Adicionais: P/ Atendimento Pré Hospitalar Aph, Dimensões: Cerca De 7,5 Cm X 3,5 M, Características Adicionais*: Fio Radiopaco, Esterilidade*: Estéril, Embalagem: Embalagem Individual, Apresentação / unidade de fornecimento: embalagem individual. Pacote com 500 unidades. Medida: Pacote",MARÇO,140,550,"R$ 77.000,00",84,38º,,,,
44905224,"EQUIPAMENTO DE PROTECAO, SEGURANCA E SOCORRO",4240,GBS,"MATERIAL - EQUIPAMENTO PARA COMBATE A INCÊNDIO, RESGATE E SEGURANÇA - EQUIPAMENTO PARA SEGURANÇA E SALVAMENTO","BLOCO DE POLIAS. Conjunto destinado a operações de salvamento, projetado para montagem de sistemas de tração e progressão de carga, permitindo ganho de força com segurança e eficiência. Deve possuir pelo menos duas roldanas duplas, sendo uma delas bloqueadora para captura de progresso, sendo adequado ao uso com cordas e acessórios compatíveis com atividades de resgate. Demais especificações conforme termo de referência.",JUNHO,60,2048,"R$ 122.880,00",86,38º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6530,COMAV,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E SUPRIMENTOS HOSPITALARES","(ID-44991) - Materiais e acessórios de proteção individual, BOTA DE VOO, descrição: para emprego em atividade de voo em missões de segurança pública, defesa civil e resgate. Modelo do Calçado: Tipo C - considerando a altura do cabedal medida de acordo com a norma ABNT NBR ISO 20344, tolerância de +/- 10mm, cor preta Medida: Par",JUNHO,230,945,"R$ 217.350,00",92,38º,,,,
33903948,SERVICO DE SELECAO E TREINAMENTO,9290,DIREN,SERVIÇO - OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO - OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO,"Mecânico Célula Reciclagem AS350 B3, B3+ e H125",AGOSTO,5,7280,"R$ 36.400,00",10,38º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6520,PODON,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS","(ID 43651) BROCA DIAMANTADA Nº 2131, Descrição: Alta rotação, impregnada com diamantes. Embalada individualmente. Deve possuir registro na ANVISA ou ser certificada pela FDA, CE ou ISO. Autoclavável. Modelo nº 2131. Validade: não se aplica. Forma de apresentação: unidade. Unidade de estoque: unidade. Unidade de fornecimento: unidade. Medida: Unidade",FEVEREIRO,10,"15,59","R$ 155,90",1,390º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6530,GAEPH,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E SUPRIMENTOS HOSPITALARES",TORNIQUETE JUNCIONAL,FEVEREIRO,200,300,"R$ 60.000,00",65,390º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6520,PODON,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS","(ID 43652) BROCA DIAMANTADA Nº 3200, Descrição: Alta rotação, impregnada com diamantes. Embalada individualmente. Deve possuir registro na ANVISA ou ser certificada pela FDA, CE ou ISO. Autoclavável. Modelo nº 3200. Validade: não se aplica. Forma de apresentação: unidade. Unidade de estoque: unidade. Unidade de fornecimento: unidade. Medida: Unidade",FEVEREIRO,10,"15,59","R$ 155,90",1,391º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6530,GAEPH,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E SUPRIMENTOS HOSPITALARES","Bolsa para atendimento pré-hospitalar (APH), confeccionada em material resistente e impermeável, nas cores azul e laranja, com compartimentos internos e externos para acondicionamento e transporte organizado de materiais e equipamentos de emergência.",OUTUBRO,80,200,"R$ 16.000,00",64,391º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6520,PODON,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS","(ID 43653) BROCA DIAMANTADA Nº 3210, Descrição: Alta rotação, impregnada com diamantes. Embalada individualmente. Deve possuir registro na ANVISA ou ser certificada pela FDA, CE ou ISO. Autoclavável. Modelo nº 3210. Validade: não se aplica. Forma de apresentação: unidade. Unidade de estoque: unidade. Unidade de fornecimento: unidade. Medida: Unidade",FEVEREIRO,10,"15,59","R$ 155,90",1,392º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6530,GAEPH,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E SUPRIMENTOS HOSPITALARES","Bolsa para transporte e armazenamento de medicamentos, confeccionada em material resistente e de fácil higienização, com divisórias internas para organização e identificação dos medicamentos.",OUTUBRO,2,110,"R$ 220,00",64,392º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6520,PODON,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS","(ID 43654) BROCA DIAMANTADA Nº 3069, Descrição: Alta rotação, impregnada com diamantes. Embalada individualmente. Deve possuir registro na ANVISA ou ser certificada pela FDA, CE ou ISO. Autoclavável. Modelo nº 3069. Validade: não se aplica. Forma de apresentação: unidade. Unidade de estoque: unidade. Unidade de fornecimento: unidade. Medida: Unidade",FEVEREIRO,10,"15,59","R$ 155,90",1,393º,,,,
33903036,MATERIAL HOSPITALAR,6532,GAEPH,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE FINALIDADES ESPECIAIS",EPI SOCORRISTA,OUTUBRO,1200,1500,"R$ 1.800.000,00",64,393º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6520,PODON,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS","(ID 43655) BROCA DIAMANTADA Nº 2140, Descrição: Alta rotação, impregnada com diamantes. Embalada individualmente. Deve possuir registro na ANVISA ou ser certificada pela FDA, CE ou ISO. Autoclavável. Modelo nº 2140. Validade: não se aplica. Forma de apresentação: unidade. Unidade de estoque: unidade. Unidade de fornecimento: unidade. Medida: Unidade",FEVEREIRO,10,"15,59","R$ 155,90",1,394º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6530,GAEPH,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E SUPRIMENTOS HOSPITALARES",MOCHILA TÁTICA PARA SOCORRISTA,OUTUBRO,1000,379,"R$ 379.000,00",64,394º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6520,PODON,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS","(ID 43656) BROCA DIAMANTADA Nº 2140F, Descrição: Alta rotação, impregnada com diamantes. Embalada individualmente. Deve possuir registro na ANVISA ou ser certificada pela FDA, CE ou ISO. Autoclavável. Modelo nº 2140F. Validade: não se aplica. Forma de apresentação: unidade. Unidade de estoque: unidade. Unidade de fornecimento: unidade. Medida: Unidade",FEVEREIRO,10,"15,59","R$ 155,90",1,395º,,,,
33903026,MATERIAL ELETRICO E ELETRONICO,6240,GAEPH,MATERIAL - EQUIPAMENTOS DE ILUMINAÇÃO E LÂMPADAS - LÂMPADAS ELÉTRICAS,SOFT BOX COM LÂMPADAS DE LED DE 130W COM TRIPÉ,FEVEREIRO,4,1000,"R$ 4.000,00",63,395º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6520,PODON,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS","(ID 43657) BROCA DIAMANTADA Nº 2140FF, Descrição: Alta rotação, impregnada com diamantes. Embalada individualmente. Deve possuir registro na ANVISA ou ser certificada pela FDA, CE ou ISO. Autoclavável. Modelo nº 2140FF. Validade: não se aplica. Forma de apresentação: unidade. Unidade de estoque: unidade. Unidade de fornecimento: unidade. Medida: Unidade",FEVEREIRO,10,"15,59","R$ 155,90",1,396º,,,,
44905257,ACESSORIOS PARA VEICULOS,2540,GAEPH,MATERIAL - COMPONENTES DE VEÍCULOS - EQUIPAMENTO E ACESSÓRIOS PARA VEÍCULOS,"(ID-44733) - Peças e acessórios para veículos, KIT REMENDO, Descrição: Remendo Frio. Material: escareador, agulha de inserção, plugs de reparo tipo macarrão e calibrador portátil recarregável, reparo rápido de pneu. Medida: Kit",MARÇO,10,"148,9","R$ 1.489,00",62,396º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6520,PODON,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS","(ID 43658) BROCA DIAMANTADA Nº 1149, Descrição: Alta rotação, impregnada com diamantes. Embalada individualmente. Deve possuir registro na ANVISA ou ser certificada pela FDA, CE ou ISO. Autoclavável. Modelo nº 1149. Validade: não se aplica. Forma de apresentação: unidade. Unidade de estoque: unidade. Unidade de fornecimento: unidade. Medida: Unidade",FEVEREIRO,10,"15,59","R$ 155,90",1,397º,,,,
33903948,SERVICO DE SELECAO E TREINAMENTO,9290,GAEPH,SERVIÇO - OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO - OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO,"Curso AMLS (Advanced Medical Life Support), treinamento anual voltado ao suporte avançado de vida e manejo de pacientes clínicos em urgência e emergência.",NOVEMBRO,30,3000,"R$ 90.000,00",62,397º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6520,PODON,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS","(ID 43659) BROCA DIAMANTADA Nº 1150, Descrição: Alta rotação, impregnada com diamantes. Embalada individualmente. Deve possuir registro na ANVISA ou ser certificada pela FDA, CE ou ISO. Autoclavável. Modelo nº 1150. Validade: não se aplica. Forma de apresentação: unidade. Unidade de estoque: unidade. Unidade de fornecimento: unidade Medida: Unidade",FEVEREIRO,10,"15,59","R$ 155,90",1,398º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6515,GAEPH,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS E CIRÚRGICOS",CADEIRA DE REMOÇÃO,OUTUBRO,35,3800,"R$ 133.000,00",62,398º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6520,PODON,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS","(ID 43660) BROCA DIAMANTADA Nº 1150F, Descrição: Alta rotação, impregnada com diamantes. Embalada individualmente. Deve possuir registro na ANVISA ou ser certificada pela FDA, CE ou ISO. Autoclavável. Modelo nº 1150F. Validade: não se aplica. Forma de apresentação: unidade. Unidade de estoque: unidade. Unidade de fornecimento: unidade. Medida: Unidade",FEVEREIRO,10,"15,59","R$ 155,90",1,399º,,,,
44905206,APARELHOS E EQUIPAMENTOS DE COMUNICACAO,5836,GAEPH,"MATERIAL - EQUIPAMENTOS DE COMUNICAÇÕES, DETEÇÃO E RADIAÇÃO COERENTE - EQUIPAMENTOS PARA GRAVAÇÃO E REPRODUÇÃO DE VÍDEO",CÂMERAS ESPORTIVAS (TIPO GOPRO),JANEIRO,1,3000,"R$ 3.000,00",61,399º,,,,
44905100,OBRAS E INSTALACOES,-7,COMAP,SERVIÇO - SERVIÇOS GERAIS DE CONSTRUÇÃO DOS EDIFÍCIOS - OBRAS CIVIS DE EDIFICACOES PREDIAIS,Construção quartel tipo D - Jardim Botânico,JUNHO,1,"R$ 2.800.000,00","R$ 2.800.000,00",12,39º,,,,
44905242,MOBILIARIO EM GERAL,7110,DIMAT,MATERIAL - MOBILIÁRIOS - MOBILIÁRIO PARA ESCRITÓRIO,"(ID 18943) - Móveis em geral SUPORTE PARA TV, Descrição: tipo pedestal, em aço, com rodas com travas, regulagem de altura, para televisão de 40 a 70 polegadas, Características Adicionais: demais especificações conforme Termo de Referência.",JUNHO,4,"R$ 62,90","R$ 251,60",17,39º,,,,
33903022,MATERIAL DE LIMPEZA E PROD. DE HIGIENIZACAO,7930,PODON,MATERIAL - EQUIPAMENTOS E MATERIAIS PARA LIMPEZA - COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO,"(ID 44940) TROCADOR DE FRALDAS, Descrição: Suporte dobrável em material Polipropileno, capacidade 20 Kg. Dimensões aproximadas: Altura 56 cm, Largura 85 cm. Projeção aproximada na parede: Aberto 57 cm, fechado 10,7cm. Abertura e fechamento suave, com pistões a gás. Com cintos de segurança e ganchos para bolsas. Medida: Unidade",MARÇO,2,1600,"R$ 3.200,00",1,39º,,,,
33903019,MATERIAL DE ACONDICIONAMENTO E EMBALAGEM,8135,POMED,MATERIAL - RECIPIENTES E MATERIAIS PARA ACONDICIONAMENTO E EMBALAGEM - MATERIAIS A GRANEL PARA ACONDICIONAMENTO E EMBALAGEM,"(ID 44399) CAIXA ORGANIZADORA, Descrição: Caixa organizadora, Caixas organizadoras de plástico transparente/cristal e alta qualidade e durabilidade, com capacidade para 65 litros, fornecida com tampa em material plástico transparente. Dimensões aproximadas de 64 cm x 43 cm. Medida: Unidade",JANEIRO,18,99,"R$ 1.782,00",3,39º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6530,GAEPH,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E SUPRIMENTOS HOSPITALARES","Colar cervical descartável para imobilização da coluna cervical em pacientes adultos, confeccionado em material resistente, ajustável, radiotransparente e com fechamento em velcro, acondicionado em kit com 16 unidades.",MAIO,685,150,"R$ 102.750,00",84,39º,,,,
44905224,"EQUIPAMENTO DE PROTECAO, SEGURANCA E SOCORRO",4240,GBS,"MATERIAL - EQUIPAMENTO PARA COMBATE A INCÊNDIO, RESGATE E SEGURANÇA - EQUIPAMENTO PARA SEGURANÇA E SALVAMENTO",MINI CORTADOR HIDRÁULICO PARA RESGATE. Ferramenta hidráulica à bateria para corte de obstáculos metálicos. Demais especificações conforme Termo de Referência.,,4,45000,"R$ 180.000,00",86,39º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6530,COMAV,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E SUPRIMENTOS HOSPITALARES","(ID-11266) - Materiais e acessórios de proteção individual, Protetor auricular, material: silicone, nível redução ruídos: 25 db, tipo: plug com cordão. Medida: Unidade",JUNHO,1000,5,"R$ 5.000,00",92,39º,,,,
33903948,SERVICO DE SELECAO E TREINAMENTO,9290,DIREN,SERVIÇO - OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO - OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO,Mestrado em TI (UCB ou IDP),JUNHO,5,6000,"R$ 30.000,00",10,39º,,,,
44905100,OBRAS E INSTALACOES,-7,COMAP,SERVIÇO - SERVIÇOS GERAIS DE CONSTRUÇÃO DOS EDIFÍCIOS - OBRAS CIVIS DE EDIFICACOES PREDIAIS,16º GBM - Remanescente de obra de reforma - Gama,JANEIRO,1,"R$ 2.363.949,22","R$ 2.363.949,22",2001,3º,,,,
