GND,DESCRIÇÃO GND,CÓD CLASSE CATMAT/CATSER,DEMANDANTE,CLASSE,DESCRIÇÃO DO OBJETO,MÊS PRETENDIDO PARA A ENTREGA DA CONTRATAÇÃO,QUANTIDADE,VALOR UNITÁRIO,VALOR TOTAL,VALOR DE PRIORIDADE DEMANDANTE,PRIORIDADE DO DEMANDANTE,PRIORIDADE DA ÁREA TÉCNICA,CÓDIGO GND,,
44905238,"MAQ., FERRAMENTAS E UTENSILIOS DE OFICINA",4940,DIMAT,MATERIAL - EQUIPAMENTOS PARA OFICINAS DE MANUTENÇÃO E REPAROS - EQUIPAMENTO ESPECIALIZADO DIVERSOS PARA OFICINA DE MANUTENÇÃO E REPARO,(ID 39636) - Espelhos e materiais para vidraçaria ESPELHO para banheiro 2200mm x 900mm x 4mm; características adicionais: com parafusos de fixação cromados,NOVEMBRO,12,"R$ 83,90","R$ 1.006,80",6,206º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6520,PODON,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS","(ID 26316) CONES DE GUTA PERCHA PRINCIPAIS 45-80 28MM. Aplicação: endodontia, Características: segunda série, Número Referência: (45-80). Caixa com 120 pontas em média/ 28 mm. Medida: Caixa",FEVEREIRO,10,"36,93","R$ 369,30",1,206º,,,,
33903035,MATERIAL LABORATORIAL,6640,POMED,MATERIAL - INSTRUMENTOS E EQUIPAMENTOS DE LABORATÓRIO - EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO,"(ID 22274) CONJUNTO PARA DETERMINAÇÃO DE COLESTEROL. Aplicação: analise bioquímica. Características adicionais: equipamento automatizado. Forma de Apresentação: conjunto (kit).
 Prazo de Validade: 75% do prazo de validade do produto. Medida: Unidade",JANEIRO,26500,"2,45","R$ 64.925,00",1,206º,,,,
33903948,SERVICO DE SELECAO E TREINAMENTO,9290,GAEPH,SERVIÇO - OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO - OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO,"(ID-43407) - Serviços de instrução e orientação profissional, CURSO, Descrição: Serviço de realização de cursos livres de idiomas estrangeiros (inglês, espanhol, francês e alemão), voltados ao desenvolvimento da comunicação funcional e institucional dos servidores que atuam no atendimento ao Corpo Diplomático e em atividades estratégicas. Modalidades: presencial, online ou híbrida. Carga horária mínima: 60 horas por turma. Critérios técnicos: níveis conforme CEFR (A1 a C1), turmas com até 15 participantes, avaliação diagnóstica e final, material didático incluso, suporte pedagógico e emissão de certificado com indicação do nível atingido. Sem geração de titulação acadêmica formal. Comprovação: lista de frequência mínima de 75% e certificado de conclusão. Demais especificações: conforme Termo de Referência. Medida: Taxa",SETEMBRO,40,5000,"R$ 200.000,00",75,206º,,,,
44905238,"MAQ., FERRAMENTAS E UTENSILIOS DE OFICINA",4940,DIMAT,MATERIAL - EQUIPAMENTOS PARA OFICINAS DE MANUTENÇÃO E REPAROS - EQUIPAMENTO ESPECIALIZADO DIVERSOS PARA OFICINA DE MANUTENÇÃO E REPARO,"(ID 41511) - Aglutinantes e agregadores ARGAMASSA, Descrição: colante industrializada ACl, para assentamento de revestimento de piso e parede em área interna secas. Unidade de fornecimento: saco com 20Kg.",NOVEMBRO,20,"R$ 30,00","R$ 600,00",6,207º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6520,PODON,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS","(ID 26382) GRAMPO PARA ISOLAMENTO Nº 209, Aplicação: uso odontológico indicado para pré-molares superiores e inferiores, de garras planas e pequenas. Características: produzido em uma liga especial de aço inoxidável com acabamento acetinado para reduzir o reflexo. Apresenta tratamento térmico a vácuo, corte e estampagem automática. Medida: Unidade",FEVEREIRO,10,"12,45","R$ 124,50",1,207º,,,,
33903035,MATERIAL LABORATORIAL,6640,POMED,MATERIAL - INSTRUMENTOS E EQUIPAMENTOS DE LABORATÓRIO - EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO,"(ID 22357) CONJUNTO PARA DETERMINAÇÃO DE FERRO SÉRICO TOTAL. Aplicação: analise bioquímica. Características adicionais: equipamento automatizado. Forma de Apresentação: conjunto (kit). 
 Prazo de Validade: 75% do prazo de validade do produto. Medida: Unidade",JANEIRO,13500,"2,97","R$ 40.095,00",1,207º,,,,
33903905,SERVICOS TECNICOS PROFISSIONAIS,8399,GAEPH,"SERVIÇO - OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS - TODOS OS OUTROS SERVIÇOS DE NEGÓCIOS TÉCNICOS E PROFISSIONAIS","(ID-27507) - Serviços de estudos, pesquisa e planejamento, Contratação de empresa especializada para o fornecimento de Banco de Preços, com validade de 12 (doze) meses, por meio do acesso monousuário mediante login e senha para cada acesso. Demais especificação conforme termo de referência. Medida: Serviço",SETEMBRO,1,8000,"R$ 8.000,00",75,207º,,,,
44905238,"MAQ., FERRAMENTAS E UTENSILIOS DE OFICINA",4940,DIMAT,MATERIAL - EQUIPAMENTOS PARA OFICINAS DE MANUTENÇÃO E REPAROS - EQUIPAMENTO ESPECIALIZADO DIVERSOS PARA OFICINA DE MANUTENÇÃO E REPARO,"(ID 45122) - Ferragens e artefatos de metal, de plástico abrasivo CREDENZA TRIPLA, Descrição: Armário baixo com dimensões 2850x755x470 mm (±5%), confeccionado em MDP/MDF, com tampo de 25 mm revestido em laminado melamínico texturizado, bordas em PVC e sistema de fixação metálica desmontável. Possui base, laterais, divisória central e fundo em MDF de 25 mm, três portas basculantes com dobradiças metálicas, braços articuláveis, fechadura com chave escamoteável e prateleiras internas reguláveis com pinos de aço zamak. Estrutura com base metálica em tubo de aço pintado em epóxi, montantes laterais em MDF com acabamento goffrato e sapatas reguladoras de nível, garantindo estabilidade e resistência.",NOVEMBRO,10,"R$ 11.000,01","R$ 110.000,10",6,208º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6520,PODON,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS","(ID 26383) GRAMPO ISOLAMENTO Nº 12A, Aplicação: uso odontológico indicado para ser usado em 3o molar direito e esquerdo e também em dentes em erupção. Características: produzido em uma liga especial de aço inoxidável com acabamento acetinado para reduzir o reflexo. Apresenta tratamento térmico a vácuo, corte e estampagem automática. Medida: Unidade",FEVEREIRO,10,"12,45","R$ 124,50",1,208º,,,,
33903035,MATERIAL LABORATORIAL,6640,POMED,MATERIAL - INSTRUMENTOS E EQUIPAMENTOS DE LABORATÓRIO - EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO,(ID 22359) CONJUNTO PARA DETERMINAÇÃO DE FÓSFORO. Aplicação: analise bioquímica. Características adicionais: equipamento automatizado. Forma de Apresentação: conjunto (kit). Prazo de Validade: 75% do prazo de validade do produto. Medida: Unidade,JANEIRO,4000,"2,4","R$ 9.600,00",1,208º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6530,GAEPH,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E SUPRIMENTOS HOSPITALARES","Álcool etílico em gel antisséptico para higienização das mãos, concentração mínima de 70%, ação bactericida, acondicionado em embalagem apropriada para uso hospitalar.",AGOSTO,319,8,"R$ 2.552,00",75,208º,,,,
44905242,MOBILIARIO EM GERAL,7105,DIMAT,MATERIAL - MOBILIÁRIOS - MOBILIÁRIO DOMÉSTICO,"(ID 45124) - Ferragens e artefatos de metal, de plástico abrasivo ARMÁRIO ALTO II, DESCRIÇÃO: Armário alto com dimensões 800x2200x500 mm (±5%), confeccionado em MDP/MDF com revestimento melamínico texturizado de baixa pressão, possuindo tampo de 25 mm e demais partes de 18 mm, com acabamento em fita de borda PVC resistente a impactos.",NOVEMBRO,900,"R$ 2.390,00","R$ 2.151.000,00",6,209º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6520,PODON,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS","(ID 26387) GRAMPO PARA ISOLAMENTO Nº 205, Aplicação: uso odontológico indicado para molares superiores mais volumosos. Características: produzido em uma liga especial de aço inoxidável com acabamento acetinado para reduzir o reflexo. Apresenta tratamento térmico a vácuo, corte e estampagem automática. Medida: Unidade",FEVEREIRO,10,"12,45","R$ 124,50",1,209º,,,,
33903035,MATERIAL LABORATORIAL,6640,POMED,MATERIAL - INSTRUMENTOS E EQUIPAMENTOS DE LABORATÓRIO - EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO,"(ID 22362) CONJUNTO PARA DETERMINAÇÃO DE BILIRRUBINA. Aplicação: analise bioquímica. 
 Características adicionais: equipamento automatizado. Forma de Apresentação:conjunto (kit). 
 Prazo de Validade: 75% do prazo de validade do produto. Medida: Unidade",JANEIRO,5300,"2,73","R$ 14.469,00",1,209º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6530,GAEPH,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E SUPRIMENTOS HOSPITALARES","(ID-30830) - Instrumental e utensílios para uso em hospitais e ambulatórios, LUVA CIRÚRGICA ESTÉRIL Nº 6,5. Características mínimas: LUVA CIRÚRGICA ESTÉRIL Nº 6,5, fabricada a base de látex natural e lubrificada com pó bioabsorvível e inerte. Espessura de aproximadamente 0,21 mm, de modo a manter a sensibilidade tátil. Embalagem externa em envelope de papel grau cirúrgico, com abertura asséptica bem definida, garantido sua esterilidade sob condições adequadas de manuseio e estocagem até o uso. A embalagem deve ainda conter o tamanho, o tipo de esterilização, o lote, a data de fabricação e de validade. Deve possuir certificação de conformidade com a NBR - 13391 de maio de 1.995. Marca de referência: DESCARPACK ou similar ou de melhor qualidade. Prazo de validade: 75% do prazo total de validade do produto. Unidade de fornecimento: PAR (PAR).",JUNHO,56514,2,"R$ 113.028,00",75,209º,,,,
33903920,MANUT.E CONS.DE B.MOVEIS DE OUTRAS NATUREZAS,8729,COMAP,SERVIÇO - SERVIÇOS DE REPARO DE OUTROS BENS - SERVIÇOS DE MANUTENÇÃO E REPARO DE OUTROS PRODUTOS N.C.P,Contrato de manutenção de aparelhos de ar condicionado - Licitação a ser concluida para 2027,JANEIRO,1,"R$ 350.000,00","R$ 350.000,00",36,20º,,,,
44905234,"MAQUINAS, UTENSILIOS E EQUIPAMENTOS DIVERSOS",4110,DIMAT,"MATERIAL - EQUIPAMENTOS PARA REFRIGERAÇÃO, AR CONDICIONADO E CIRCULAÇÃODE AR - EQUIPAMENTO PARA REFRIGERAÇÃO","(ID 18468) - Aparelhos e central de ar condicionado AR CONDICIONADO, Descrição: capacidade de 24.000 BTUs/h, gás R410A, tipo split hi-wall, 220V, tecnologia inverter, instalada, Características Adicionais: demais especificações conforme Termo de Referência.",JUNHO,1,"R$ 4.750,00","R$ 4.750,00",20,20º,,,,
33903036,MATERIAL HOSPITALAR,6532,PODON,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE FINALIDADES ESPECIAIS","(ID 44321) IMPRESSORA, Descrição: Sistema de impressão 3D, com 3 equipamentos integrados. Equipamento 1: impressora 3D, equipamento 2: 2 câmaras de pré-lavagem e lavagem, secagem e uma específica, black-out para cura, sendo preparada para uso de nitrogênio, equipamento 3: desktop com software CAD/CAM inclusos de licença de uso vitalício e sem anuidade/mensalidade. Equipamento altamente automatizado de ponta a ponta destinada para dentistas e técnico de prótese dentária. Impressora com hardware e software CAD e CAM produzida e projetada exclusivamente para aplicações odontológicas que deverá executar todo o processo de impressão, incluindo o pós-processamento de forma automatizada e reduzido tempo de manuseio, sem toque/manipulação por parte do profissional em resinas, permitindo assim a delegação e um alto nível de produtividade. Deve permitir ao usuário imprimir aplicações biocompatíveis com resultados reproduzíveis e precisos. Deve possuir box de impressões que permite o manuseio fácil e conveniente do material sem contato direto com resinas. Indicada para confecção de placas de bruxismo, guia cirúrgico, modelos de impressão, provisórios, modelos de trabalho, moldeiras individuais, PPR e preparada para utilização de próteses totais removíveis e materiais de uso definitivo com carga. O software de manufatura CAM deve ser desenvolvido especificamente para uso com unidades FABRIS com algumas etapas automatizadas, onde se prepara o projeto totalmente construído para aplicação no software CAM. Demais especificação conforme termo de referência. Medida: Unidade",MARÇO,1,180000,"R$ 180.000,00",1,20º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6530,POMED,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E SUPRIMENTOS HOSPITALARES","(ID 43958) AGULHA DE ESCLEROSE, descrição: agulha de injeção endoscópica, descartável, uso único, estéril. Agulha em aço inoxidável indicada para a aplicação de injeções endoscópicas, bem como para o tratamento de varizes esofágicas e gástricas e para a marcação por tingimento no trato gastrointestinal. Especificações: Diâmetro da agulha de 25G (0,5 mm), Comprimento da Agulha 4 a 6 mm, Diâmetro Externo da Bainha 1,9 a 2,3 mm, compatível com canal de trabalho de 2,8 mm, Comprimento Operacional 230cm. Possuir registro na ANVISA. Medida: Unidade",JULHO,30,"212,8","R$ 6.384,00",4,20º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6530,GAEPH,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E SUPRIMENTOS HOSPITALARES","Agulha hipodérmica descartável, estéril, calibre 25 x 0,8 mm, com cânula em aço inoxidável siliconizado, bisel trifacetado e canhão na cor verde. (pacote com 100unid)",ABRIL,1864,15,"R$ 27.960,00",86,20º,,,,
44905224,"EQUIPAMENTO DE PROTECAO, SEGURANCA E SOCORRO",4240,GBS,"MATERIAL - EQUIPAMENTO PARA COMBATE A INCÊNDIO, RESGATE E SEGURANÇA - EQUIPAMENTO PARA SEGURANÇA E SALVAMENTO","POLIA DUPLA COM ANTI-RETORNO E CAPTURA DE PROGRESSO. Polia destinada a sistemas de tração e salvamento, projetada para permitir captura e bloqueio automático de progresso durante a operação. Deve possuir duas roldanas de grande diâmetro com rolamentos selados, destorcedor integrado e ponto de conexão auxiliar, possibilitando conexão segura de acessórios. Deve permitir instalação prática da corda e liberação controlada, oferecendo eficiência e segurança operacional, com atendimento às normas e certificações técnicas aplicáveis. Demais especificações conforme termo de referência.",,20,2956,"R$ 59.120,00",89,20º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6530,COMAV,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E SUPRIMENTOS HOSPITALARES","(ID-21352) - Equipamentos em geral para uso em hospitais, clínicas médicas-odontológicas e laboratoriais, Equipamento de Ultrassom Portátil para uso em anestesias, cuidados críticos, cardiologia, medicina de emergência, Muscoloesquelético, ginecologia e obstetrícia, vascular, Urologia, UTI e centros cirúrgicos:Sistema de Ultrassonografia totalmente digital, portátil, para uso em exames abdominal, vascular, pequenas partes, músculoesquelético, procedimentos anéstesicos locais e aplicações superfíciais. Equipamento deve vir com suporte de altura ajustável para armazenamento de gel e transdutores. Imagem de modo B com aproximadamente 256 níveis de cinza. Peso com bateria: no máximo 6kg. Bateria recarregável para no mínimo de 1 (uma) hora de utilização em exames sem que seja necessária a conexão à rede elétrica. Monitor LCD Colorido de no mínimo 15"" tela plana de alta resolução incorporado ao equipamento. Disco Rígido, preferencialmente SSD, de pelo menos 160 GB. Faixa Dinâmica de pelo menos 160 dB. Teclado alfanumérico digital (tela touch) ou incorporado ao equipamento, ergonômico, com iluminação indicadora da tecla ativa, controle de funções através de track ball ou por tela touch.O equipamento deverá vir acompanhado dos seguintes transdutores: 1 (UM) Transdutor convexo para medicina interna e vascular abdominal (faixa mínima de frequência: 2 a 5 MHz); 1 (UM) Transdutor endocavitário para obstetrícia/ginecologia e urologia (faixa mínima de frequência: 4 a 8 MHz); 1 (UM) Transdutor linear para aplicações vasculares e pequenas partes (faixa mínima de frequência de 5 a 12 MHz); 1 transdutor micro convexo (faixa mínima de frequência de 5 a 8 MHz). Uma ou mais portas ativas para transdutor. Imagem trapezóidal para transdutores lineares com ganho real na de área de visualização. Técnica de otimização automática de parâmetros para imagens em Modo B, Doppler Colorido e Pulsado com apenas um toque. Visualização de imagem em modo B com Doppler colorido de um lado e modo B de outro em tempo real. Dicom 3.0 completo. Medida: Unidade",DEZEMBRO,3,"128333,33","R$ 384.999,99",99,20º,,,,
33903948,SERVICO DE SELECAO E TREINAMENTO,9290,DIREN,SERVIÇO - OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO - OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO,"QUALIFICAÇÃO AVIÔNICOS, CELULA E MOTOR DO H125 B3",SETEMBRO,5,5000,"R$ 25.000,00",10,20º,,,,
33903905,SERVICOS TECNICOS PROFISSIONAIS,1741,DITIC,SERVIÇO - SERVIÇOS DE PROJETOS EM TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO (TIC) - SERVIÇOS DE PROJETOS EM TECNOLOGIA DA INFORMAÇÃO E COMUNICA-ÇÃO (TIC),Plataforma low-code/no-code Singular Studio,OUTUBRO,1,"R$ 1.100.000,00","R$ 1.100.000,00",48,20º,#N/A,#N/A,#N/A,#N/A
44905234,"MAQUINAS, UTENSILIOS E EQUIPAMENTOS DIVERSOS",4110,DIMAT,"MATERIAL - EQUIPAMENTOS PARA REFRIGERAÇÃO, AR CONDICIONADO E CIRCULAÇÃODE AR - EQUIPAMENTO PARA REFRIGERAÇÃO","(ID 34811) - Bebedouro elétrico e ventilador de coluna, mesa ou parede BEBEDOURO, Descrição: Industrial de Coluna Inox 50 Litros e/ou 25 litros, Dimensões (AxLxP): 136 x 55 x 60 cm; Capacidade de refrigeração: 17,0 l/h; Refrigeração Gás R134A ecológica; Compressor de 1/8 HP de potência; Reservatório 50L em PP (Polipropileno), Voltagem: 220v; Media de pessoas/hora gelada (considerando copos 200ml): atende até 125 pessoas/hora. Consumo: 18 kW/h/mês; Vazão máxima: 50 L/h; Pressão mínima de operação: 20 kPa; Pressão máxima de operação: 200 kPa; Temperatura mínima de operação: 5ºC; Temperatura máxima de operação: 30ºC; Frequência: 60Hz; Potência: 350 W; Peso: 30 kg.",OUTUBRO,1,"R$ 1.500,00","R$ 1.500,00",6,210º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6520,PODON,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS","(ID 26392) GRAMPO PARA ISOLAMENTO Nº 26, Aplicação: uso odontológico indicado para molares. Características: produzido em uma liga especial de aço inoxidável com acabamento acetinado para reduzir o reflexo. Apresenta tratamento térmico a vácuo, corte e estampagem automática. Medida: Unidade",FEVEREIRO,10,"12,45","R$ 124,50",1,210º,,,,
33903035,MATERIAL LABORATORIAL,6640,POMED,MATERIAL - INSTRUMENTOS E EQUIPAMENTOS DE LABORATÓRIO - EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO,"(ID 22372) CONJUNTO PARA DETERMINAÇÃO DE BETA-HCG, AUTOMAÇÃO Medida: Unidade",JANEIRO,1200,"10,46","R$ 12.552,00",1,210º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6530,GAEPH,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E SUPRIMENTOS HOSPITALARES","(ID-19508) - Instrumental e utensílios para uso em hospitais e ambulatórios, LUVA CIRÚRGICA CONVENCIONAL Nº 7,0 EM LATEX ESTÉRIL. Aplicação: uso universal em procedimentos cirúrgicos ou que exijam técnica asséptica rigorosa. Material: látex íntegro, Características Adicionais: estéril, com formato, disposição e baínha anatômica, com punho longo, comprimento total da luva de no mínimo de 25 cm, lubrificadas com pó bio absorvível, atóxico, que não cause dano ao organismo em condições normais de uso, devem apresentar boa resistência ao calçar, ser antiderrapante, com látex íntegro, sem manchas, sem ponto de acúmulo de látex, dobradas de acordo com o padrão hospitalar acondicionadas em envelope interno separando as luvas direita e esquerda e devidamente identificado na parte externa. A embalagem externa deve assegurar a esterilidade do produto sob condições adequadas de manuseio e estocagem, deve permitir abertura que promova transferência asséptica sem delaminar, deve conter: o tamanho, o tipo de esterilização, o lote, a data de fabricação e validade, conter número do C.A. Apresentação: embalagem individual, acondicionada em caixa. Unidade De Estoque: par.",JUNHO,58,2,"R$ 116,00",75,210º,,,,
44905238,"MAQ., FERRAMENTAS E UTENSILIOS DE OFICINA",3455,DIMAT,MATERIAL - MAQUINAS PARA TRABALHO EM METAIS - FERRAMENTAS DE CORTAR PARA MÁQUINAS FERRAMENTA,"(ID 18050) - Ferramentas, Máquinas e ferramentas de marcenaria, Carpintaria e serralheria MICRO RETÍFICA MANUAL, bivolt (127/220V) e 60Hz, garantia de 2 anos ou mais, velocidade variável, rotação mínima de 5000 a 35.000 rpm, potência mínima de 150 e máxima de 200W, maleta de transporte que contém no mínimo 1 eixo flexível, 1 guia para corte multiuso, 1 empunhadeira auxiliar que contém no mínimo 36 acessórios: 1 escariador cilíndrico 1/16´, 1 escariador esférico 1/8´, 4 discos de corte reforçado 15/16´, 3 discos de corte Fibra de vidro reforçado referência, 1 broca de corte multiuso 1/8´, 1 disco de rebolo abrasivo de óxido de alumínio 7/8´, 1 ponta montada de óxido de alumínio 5/8´, 1 ponta cônica montada de carburador de silício 3/16´, 1 ponta montada paralelamente de óxido de alumínio 3/8´, 1 escova circular de cerdas 3/4´ 1 escova de aço carbono, 1 suporte tubo de lixa 1/2´, 4 tubos de lixa grana 60, 1/2´ 4 tubos de lixa grana 120, 1/2´ 2 tubos de lixa grana 240, 1/2´ 2 discos lixa lock grana 60 1-1/4´ 2 discos lixa lock grana 120 1- 1/4´ 2 discos lixa lock grana 240 1-1/4´ 1 broca de Aço rápido para Metal e Madeira 3,2mm, 1 haste adaptadora 1/8´ para discos de corte, 1 pinça de aço para micro retifica 3/32´.",AGOSTO,1,"R$ 800,00","R$ 800,00",6,211º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6520,PODON,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS","(ID 26397) GRAMPO PARA ISOLAMENTO Nº 200, Aplicação: uso odontológico indicado para dentes anteriores e pré-molares. Características: produzido em uma liga especial de aço inoxidável com acabamento acetinado para reduzir o reflexo. Apresenta tratamento térmico a vácuo, corte e estampagem automática. Medida: Unidade",FEVEREIRO,10,"12,45","R$ 124,50",1,211º,,,,
33903035,MATERIAL LABORATORIAL,6640,POMED,MATERIAL - INSTRUMENTOS E EQUIPAMENTOS DE LABORATÓRIO - EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO,"(ID 22373) CONJUNTO PARA DETERMINAÇÃO DE AMILASE CINÉTICO. Aplicação: analise bioquímica. Características adicionais: equipamento automatizado. Forma de Apresentação: conjunto (kit). 
 Prazo de Validade: 75% do prazo de validade do produto. Medida: Unidade",JANEIRO,1500,"2,95","R$ 4.425,00",1,211º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6530,GAEPH,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E SUPRIMENTOS HOSPITALARES","(ID-31802) - Instrumental e utensílios para uso em hospitais e ambulatórios, LUVA CIRÚRGICA ESTÉRIL No 7,5. Material: confeccionada em puro látex de borracha, com distribuição homogênea. Espessura: média 0,22 mm; formato: anatômico maleável, de alta resistência sem provocar fadiga; esterilidade: por raio gama; características adicionais: punho longo, de uso universal, textura anti- derrapante, boa sensibilidade tátil, com bainha, lubrificada com pó bioabsorvível, atóxico, dobrada de acordo com padrão hospitalar, embalada internamente com papel monolúcido com identificação de mão direita e esquerda, embalagem externa em envelope de papel grau cirúrgico, com abertura asséptica bem definida, garantindo suas esterilidade sob condições adequadas de manuseio e estocagem até o uso, com tamanho, tipo de estilização, lote, data de fabricação e validade. Número: 7,5, Tamanho: 8,5 de comprimento médio de 280 mm e n.q.a para furos igual a 0,65, no padrão nacional (segundo NBR 13391 de 05/1995). Marca de referência: DESCARPACK ou similar ou de melhor qualidade. Prazo de validade: 75% do prazo total de validade do produto. Forma de apresentação: embalagem com 01 par. Unidade de fornecimento: PAR (PAR).",AGOSTO,16265,"2,2","R$ 35.783,00",75,211º,,,,
33903024,MATERIAL P/ MANUT.DE BENS IMOVEIS/INSTALACOES,5680,DIMAT,MATERIAL - MATERIAIS PARA CONSTRUÇÃO - MATERIAIS DIVERSOS PARA CONSTRUÇÃO,"(ID 14514) - Ferramentas em geral Serra circular 185 (7.1/4"") x 24 dentes para madeira",MARÇO,6,"R$ 855,00","R$ 5.130,00",6,212º,,,,
44905208,"APAR.EQUIP.UTENS.MED.,ODONT,LABOR.HOSPIT.",6520,PODON,"MATERIAL - EQUIPAMENTOS E ARTIGOS PARA USO MÉDICO, DENTÁRIO E VETERINÁ-RIO - INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS","(ID 26400) GRAMPO PARA ISOLAMENTO Nº 207, Aplicação: uso odontológico indicado para pré-molares superiores e inferiores, semelhante ao Nº 206, com garras menores que evitam o traumatismo gengival. Características: produzido em uma liga especial de aço inoxidável com acabamento acetinado para reduzir o reflexo. Apresenta tratamento térmico a vácuo, corte e estampagem automática. Medida: Unidade",FEVEREIRO,10,"12,45","R$ 124,50",1,212º,,,,
33903035,MATERIAL LABORATORIAL,6640,POMED,MATERIAL - INSTRUMENTOS E EQUIPAMENTOS DE LABORATÓRIO - EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO,"(ID 22374) CONJUNTO PARA DETERMINAÇÃO DE ANTICORPO ANTITIREOGLOBULINA, ANTI-Tg.
 Aplicação: analise hormonal. Características adicionais: equipamento automatizado. 
 Forma de Apresentação: conjunto (kit). Prazo de Validade: 75% do prazo de validade do produto. Medida: Unidade",JANEIRO,2200,"10,61","R$ 23.342,00",1,212º,,,,
